trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999977484189863}",20,0,-83.86987026895422,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9999909936860841}",20,0,-70.55210189761299,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999797358317113}",20,0,-94.78547069389603,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9999639749065639}",30,0,-241.0668030905281,"{0: 14, 1: 2, 2: 9, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9999437109816156}",20,0,-145.62253212826462,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9999189441481183}",25,0,-62.42888591076282,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9998896745176011}",20,0,-125.5212699959619,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9998559022218699}",25,0,-56.805466994772836,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9998176274130068}",30,0,-174.86243408849668,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9997748502633694}",20,0,-135.1331400909616,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9997275709655902}",20,3,-100.04525601508436,"{0: 8, 1: 1, 2: 5, 3: 3, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.9996757897325755}",20,11,-58.27142995218979,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 1}",1
13,False,"{'a': 0.5, 'e': 0.9996195067975047}",30,17,-52.043667366788455,"{0: 6, 1: 1, 2: 6, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.9995587224138287}",20,0,-59.58020417342513,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9994934368552697}",20,0,-40.55693126015591,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.999423650415819}",20,0,-150.80863957731813,"{0: 8, 1: 1, 2: 8, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9993493634097365}",20,0,-97.29824606335882,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9992705761715482}",20,0,-73.99258214567365,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9991872890560461}",20,0,-59.594338043186994,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9990995024382855}",20,0,-90.92009927038518,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.9990072167135837}",25,0,-245.4431402178343,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
22,False,"{'a': 0.5, 'e': 0.9989104322975184}",25,0,-129.34061658671024,"{0: 14, 1: 1, 2: 6, 3: 4, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.9988091496259255}",20,0,-155.2345246770832,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.9987033691548971}",30,7,-263.372883408526,"{0: 7, 1: 3, 2: 8, 3: 1, 4: 4}",1
25,False,"{'a': 0.5, 'e': 0.99859309136078}",25,0,-92.46539854880072,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9984783167401728}",30,0,-137.86416775704362,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9983590458099244}",20,13,0.3193856269555373,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.9982352791071311}",20,0,-168.16490684928698,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.9981070171891342}",20,0,-103.41985237792804,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.9979742606335181}",20,0,-0.7059176689884445,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.9978370100381071}",25,0,-165.05327112994922,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.9976952660209627}",20,5,-115.37897352710542,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 2}",1
33,False,"{'a': 0.5, 'e': 0.9975490292203814}",20,0,-119.54881088531013,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.9973983002948908}",20,0,-97.67753895465694,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9972430799232482}",25,9,-83.35398595385722,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.9970833688044358}",25,0,-53.65881066970749,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.9969191676576588}",30,0,-205.86150116252668,"{0: 16, 1: 1, 2: 6, 3: 6, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9967504772223412}",25,3,-9.44485068153302,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.9965772982581238}",20,0,-124.89693831999396,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9963996315448592}",25,0,-192.04979757909967,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.9962174778826097}",20,0,-145.53081775699005,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9960308380916426}",25,0,-107.50561138270554,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.995839713012427}",30,0,-120.851341070094,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.9956441035056304}",20,0,-83.7317631147919,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9954440104521137}",20,0,-102.86831705439336,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.9952394347529288}",20,11,-29.827131018434024,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.9950303773293128}",30,0,-223.06995462034564,"{0: 12, 1: 3, 2: 12, 3: 1, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.9948168391226854}",25,0,-105.23868674019405,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9945988210946437}",20,0,-64.54472974295369,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.9943763242269582}",20,0,-107.57214312814571,"{0: 6, 1: 6, 2: 7, 3: 1, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.9941493495215683}",25,0,-170.6726549458585,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
52,False,"{'a': 0.5, 'e': 0.993917898000578}",35,0,-168.94281159806073,"{0: 20, 1: 3, 2: 10, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9936819707062508}",20,0,-94.90547100498459,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.9934415687010055}",25,0,-204.97170558839815,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",1
55,False,"{'a': 0.5, 'e': 0.9931966930674117}",20,0,-118.36210185269981,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9929473449081836}",20,7,-43.302957222933614,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.9926935253461766}",30,0,-83.46245823496845,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.9924352355243813}",20,0,-193.268078216426,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
59,False,"{'a': 0.5, 'e': 0.9921724766059186}",20,0,-45.60654779291345,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9919052497740343}",20,0,-85.72130571547163,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9916335562320944}",20,0,-70.37700389400536,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.9913573972035787}",20,0,-156.23739203421079,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
63,False,"{'a': 0.5, 'e': 0.9910767739320763}",30,0,-237.00191010700723,"{0: 13, 1: 4, 2: 9, 3: 1, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.990791687681279}",25,0,-159.69950189915323,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9905021397349766}",35,0,-178.39172457174763,"{0: 20, 1: 1, 2: 10, 3: 3, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9902081313970503}",20,0,-105.14428172712573,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.9899096639914673}",20,0,-87.68521144030241,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9896067388622747}",20,0,-86.10171323977116,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.9892993573735934}",25,0,-80.89854552861188,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9889875209096122}",30,0,-155.3951001267582,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.988671230874581}",20,0,-98.14601467009616,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9883504886928053}",25,0,-124.99641601767188,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9880252958086388}",20,0,-56.75018187656368,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.987695653686478}",20,0,-42.00408857911508,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.9873615638107549}",25,0,-60.711265142636194,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.98702302768593}",30,0,-111.65272650603342,"{0: 18, 1: 4, 2: 5, 3: 3, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.9866800468364866}",25,4,-103.45334940573012,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.9863326228069228}",25,0,-99.40973802618677,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9859807571617455}",20,0,-48.650195778660084,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.9856244514854626}",20,0,-123.29934390105979,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9852637073825764}",20,0,-42.58402631782149,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9848985264775759}",20,0,-76.85008774821489,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9845289104149301}",20,0,-91.53014000199695,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.9841548608590798}",25,0,-84.04517888267743,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9837763794944308}",20,7,-39.49038491429475,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.9833934680253461}",25,0,-138.82686221171585,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.983006128176138}",30,0,-196.72344944389482,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",0
88,False,"{'a': 0.5, 'e': 0.9826143616910606}",20,0,-214.6998344740605,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
89,False,"{'a': 0.5, 'e': 0.9822181703343019}",25,0,-91.37256612907828,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9818175558899759}",20,0,-68.38176723745784,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.9814125201621141}",25,16,-0.565497330805188,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.9810030649746582}",30,0,-105.94742125331825,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9805891921714511}",25,0,-133.24874827990428,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.9801709036162292}",20,0,-116.93516993846806,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9797482011926136}",25,1,-93.41874612397328,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
96,False,"{'a': 0.5, 'e': 0.9793210868041019}",20,0,-111.72206038830055,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9788895623740592}",25,0,-109.79523832274444,"{0: 13, 1: 5, 2: 4, 3: 3, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.97845362984571}",30,0,-134.3342973330167,"{0: 16, 1: 8, 2: 3, 3: 2, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9780132911821293}",25,0,-141.43857169164994,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.9775685483662333}",20,0,-234.96129707532918,"{0: 8, 1: 0, 2: 7, 3: 1, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9771194034007709}",20,0,-115.17675100523476,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9766658583083146}",20,0,-125.18519322959466,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9762079151312517}",25,0,-192.13192142832085,"{0: 11, 1: 5, 2: 6, 3: 0, 4: 3}",0
104,False,"{'a': 0.5, 'e': 0.9757455759317744}",25,0,-118.27879444204014,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.9752788427918708}",25,12,-87.19092261277501,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.9748077178133162}",25,0,-160.35206069563955,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
107,False,"{'a': 0.5, 'e': 0.9743322031176626}",30,0,-82.13931339706426,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9738523008462295}",25,0,-69.91764044692954,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.973368013160095}",20,0,-108.45770257126325,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9728793422400847}",35,0,-123.51423444328381,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.972386290286763}",20,0,-101.02322590774799,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.9718888595204228}",25,0,-199.77587927974878,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.9713870521810753}",25,0,-155.31281739042774,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9708808705284405}",25,0,-33.48146906095942,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.9703703168419361}",25,0,-45.954877593016796,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9698553934206683}",30,0,-122.58008418479099,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9693361025834206}",20,0,-99.42853301730761,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.9688124466686439}",35,0,-157.6354163341331,"{0: 22, 1: 5, 2: 4, 3: 2, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9682844280344454}",20,0,-84.09143017707521,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9677520490585787}",20,0,-51.8164691505399,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9672153121384326}",25,0,-138.40037086494627,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.9666742196910204}",25,0,-150.75939395099687,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.9661287741529692}",30,0,-107.6171688501648,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9655789779805083}",30,0,-152.0060434787322,"{0: 13, 1: 6, 2: 8, 3: 3, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9650248336494592}",20,0,-30.922171862758894,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9644663436552237}",30,0,-111.380319789781,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9639035105127723}",35,0,-300.5874189943071,"{0: 17, 1: 2, 2: 9, 3: 3, 4: 4}",0
128,False,"{'a': 0.5, 'e': 0.9633363367566343}",25,0,-82.08881259166672,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9627648249408849}",20,0,-85.8863799426189,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9621889776391342}",20,0,-107.70390492152265,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9616087974445162}",30,2,-216.3468727009818,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 4}",1
132,False,"{'a': 0.5, 'e': 0.9610242869696761}",25,0,-191.08600787275097,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
133,False,"{'a': 0.5, 'e': 0.9604354488467594}",20,0,-104.31612641507128,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.9598422857273995}",20,0,-64.54998901783227,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.9592448002827061}",25,0,-132.55270027737092,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.9586429952032528}",20,0,-107.69227268430592,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9580368731990656}",25,0,-141.2764164224762,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
138,False,"{'a': 0.5, 'e': 0.95742643699961}",20,10,-51.07324759009857,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.9568116893537791}",20,0,-201.07670952510864,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
140,False,"{'a': 0.5, 'e': 0.9561926330298812}",35,0,-114.14275220902206,"{0: 23, 1: 2, 2: 9, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9555692708156273}",20,0,-62.87962885567774,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9549416055181181}",20,0,-76.5401080113035,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9543096399638327}",25,0,-186.55081814666525,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
144,False,"{'a': 0.5, 'e': 0.9536733769986139}",25,0,-93.04560356104435,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9530328194876571}",25,0,-93.37320808902598,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.9523879703154965}",25,0,-153.71149085349106,"{0: 11, 1: 3, 2: 9, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9517388323859926}",20,0,-100.20903551428913,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.9510854086223185}",25,9,-21.72852817556849,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.9504277019669473}",20,0,-95.016361594397,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9497657153816387}",20,0,-104.87437944949382,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.9490994518474254}",25,0,-204.40617315063503,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
152,False,"{'a': 0.5, 'e': 0.9484289143646003}",20,0,-159.9307557421772,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.947754105952702}",25,0,-142.49730605135542,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",1
154,False,"{'a': 0.5, 'e': 0.9470750296505025}",25,0,-254.51247946036435,"{0: 10, 1: 5, 2: 4, 3: 2, 4: 4}",0
155,False,"{'a': 0.5, 'e': 0.9463916885159922}",30,0,-77.65937012971044,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.9457040856263669}",25,13,-24.308869684225193,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.9450122240780139}",20,0,-32.88470767102072,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.9443161069864979}",30,0,-189.65506493173962,"{0: 19, 1: 0, 2: 5, 3: 4, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9436157374865469}",35,0,-271.1609049132866,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 5}",0
160,False,"{'a': 0.5, 'e': 0.9429111187320381}",30,1,-150.82273726363124,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 2}",1
161,False,"{'a': 0.5, 'e': 0.9422022538959842}",20,0,-100.77921661174784,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9414891461705183}",20,0,6.171137930426585,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.94077179876688}",20,0,-175.77460372200372,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
164,False,"{'a': 0.5, 'e': 0.9400502149154008}",20,14,-1.2001039954764847,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.9393243978654898}",25,0,-178.73464101084082,"{0: 10, 1: 2, 2: 10, 3: 2, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9385943508856188}",20,0,-242.79417773789814,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 5}",0
167,False,"{'a': 0.5, 'e': 0.9378600772633076}",25,10,-40.95131675918031,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.9371215803051093}",25,0,-138.15700671736954,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9363788633365954}",25,0,-173.9014240526383,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
170,False,"{'a': 0.5, 'e': 0.9356319297023407}",20,0,-70.7216953054481,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.9348807827659082}",20,12,-18.850385409219648,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.9341254259098347}",30,0,-144.1506316576196,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
173,False,"{'a': 0.5, 'e': 0.9333658625356142}",20,0,-99.07624650991991,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.9326020960636836}",20,0,-87.7972224507832,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9318341299334073}",20,0,-126.6408478754787,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.931061967603061}",30,0,-186.5208812080413,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
177,False,"{'a': 0.5, 'e': 0.9302856125498169}",25,0,-47.49094598561265,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9295050682697277}",20,0,-60.798124198467264,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9287203382777105}",25,0,-110.66902350774367,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.9279314261075318}",20,0,-72.94412825483954,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9271383353117908}",30,0,-104.73065921873308,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.926341069461904}",30,0,-126.68707388730495,"{0: 15, 1: 7, 2: 7, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9255396321480885}",30,0,-102.44629624135574,"{0: 24, 1: 1, 2: 1, 3: 2, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.9247340269793467}",25,0,-48.91319741635881,"{0: 20, 1: 1, 2: 1, 3: 3, 4: 0}",0
