trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
548,False,"{'a': 0.5, 'e': 0.3966863606595744}",20,6,-19.04271370816158,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
549,False,"{'a': 0.5, 'e': 0.3947375096164968}",25,0,18.666011853930705,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
550,False,"{'a': 0.5, 'e': 0.39278688100645476}",25,16,5.4435117009041205,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.3908344836134453}",20,3,28.690153616132154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.38888032622943014}",25,20,10.298846030719487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.38692441765429686}",20,10,-23.62054768388338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
554,False,"{'a': 0.5, 'e': 0.38496676669581825}",25,3,3.41869731007909,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.38300738216961394}",20,3,-116.02244163415102,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 3}",1
556,False,"{'a': 0.5, 'e': 0.38104627289911003}",20,0,-24.388305115723394,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
557,False,"{'a': 0.5, 'e': 0.3790834477154994}",25,5,-39.166027861200696,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
558,False,"{'a': 0.5, 'e': 0.3771189154577016}",30,14,-10.71093848809441,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.3751526849723238}",35,19,-33.299941876829024,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.3731847651136205}",25,0,-34.79631046189205,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
561,False,"{'a': 0.5, 'e': 0.3712151647434537}",20,15,-10.80413967637548,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.36924389273125313}",30,6,42.24686564431716,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.3672709579539757}",25,9,-19.47323508579057,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.3652963692960666}",20,0,8.378386153762964,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.3633201356494185}",20,0,21.23210890283068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.36134226591333185}",25,13,-51.714108871989424,"{0: 8, 1: 0, 2: 1, 3: 3, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.3593627689944742}",25,5,-12.5119326395779,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.3573816538068411}",30,6,-21.80094175296779,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.3553989292717153}",20,8,10.468974029515907,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.35341460431762667}",20,6,-71.77306403889273,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
571,False,"{'a': 0.5, 'e': 0.35142868788031173}",25,0,25.04010529386513,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
572,False,"{'a': 0.5, 'e': 0.3494411889026741}",30,12,-6.057653608076202,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.34745211633474377}",20,12,-0.12725689552308372,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.34546147913363695}",25,0,-62.29915473663432,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.34346928626351514}",30,12,-29.707147391703792,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
576,False,"{'a': 0.5, 'e': 0.34147554669554575}",30,0,-89.1293422907424,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",1
577,False,"{'a': 0.5, 'e': 0.33948026940786113}",25,0,7.933836241776621,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
578,False,"{'a': 0.5, 'e': 0.33748346338551827}",20,13,-8.135223831437598,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.33548513762045834}",20,5,1.14074294819415,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.3334853011114656}",20,0,-57.80383950525053,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
581,False,"{'a': 0.5, 'e': 0.33148396286412823}",30,4,-14.346726004048636,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.3294811318907965}",25,11,2.8584367445046426,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.32747681721054306}",20,13,-0.2667791754020441,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.32547102784912124}",20,9,10.292527447339562,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.3234637728389257}",25,0,-59.12639468864762,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
586,False,"{'a': 0.5, 'e': 0.32145506121895107}",25,10,14.603645510781384,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.3194449020347514}",25,12,-26.118062101826556,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
588,False,"{'a': 0.5, 'e': 0.3174333043383987}",25,2,-63.235481344785214,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 1}",1
589,False,"{'a': 0.5, 'e': 0.31542027718844373}",20,0,-13.465697743285125,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
590,False,"{'a': 0.5, 'e': 0.31340582964987374}",25,9,23.875836223604374,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.31138997079407266}",25,0,3.9865010397413285,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.30937270969877917}",20,0,26.22264965315398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.30735405544804695}",20,16,9.086021776416787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.30533401713220326}",20,10,17.48344548861888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.30331260384780784}",35,10,29.52668500355512,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.30128982469761256}",25,15,7.389896218017334,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.2992656887905192}",20,15,3.4638933915527366,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.2972402052415399}",20,14,-21.109501464306128,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.2952133831717553}",20,9,18.423962807199704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.29318523170827376}",20,0,5.474477314962254,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.2911557599841895}",20,12,-7.995618705242865,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.28912497713854285}",30,0,-58.21971572041996,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
603,False,"{'a': 0.5, 'e': 0.28709289231627794}",20,3,28.530063814730926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.2850595146682021}",25,7,-36.33003695478898,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
605,False,"{'a': 0.5, 'e': 0.2830248533509441}",20,3,-57.50424617648126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
606,False,"{'a': 0.5, 'e': 0.2809889175269136}",20,8,-1.25665936244887,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.27895171636425947}",30,0,-54.380178098656856,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.27691325903682873}",20,8,-5.826126923195677,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.2748735547241251}",35,27,14.692033807360518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.27283261261126734}",25,13,1.2055029902330354,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.2707904418889486}",25,20,6.4945761889633555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.2687470517533945}",20,8,-21.677792627699944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
613,False,"{'a': 0.5, 'e': 0.26670245140632204}",25,11,-3.763688111529804,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.26465665005489764}",35,19,-1.8517858205798743,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.26260965691169635}",30,8,-75.60462950675236,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
616,False,"{'a': 0.5, 'e': 0.26056148119465994}",25,0,18.440725801428883,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.2585121321270558}",20,14,11.10240119732389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.2564616189374344}",20,0,12.843181262849633,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.2544099508595891}",25,15,18.312525858992792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.2523571371325136}",20,0,-78.01999605270701,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
621,False,"{'a': 0.5, 'e': 0.2503031870003611}",30,0,19.660446586122802,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.2482481097124012}",25,11,25.808539219309722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.24619191452298025}",25,12,13.89772605638133,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.24413461069147835}",20,11,0.6970499851182508,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.24207620748226796}",20,0,19.074756177929995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.24001671416467246}",20,6,20.2875076472146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.23795614001292356}",20,9,12.76785001680795,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.23589449430612072}",20,5,12.822573064747878,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.2338317863281886}",25,13,1.8722514922106845,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.23176802536783567}",20,0,-3.5816434887694344,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.22970322071851149}",20,0,6.574064492406176,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.22763738167836617}",20,0,-6.857008855877261,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
633,False,"{'a': 0.5, 'e': 0.2255705175502076}",20,0,-35.91707146024634,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
634,False,"{'a': 0.5, 'e': 0.22350263764146008}",25,13,11.390779954138146,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.2214337512641215}",20,3,14.929799255760921,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.21936386773472255}",20,12,-32.58423730993255,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.2172929963742842}",25,11,-15.53578014060411,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.21522114650827598}",25,19,10.594971828924468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.21314832746657303}",20,12,6.260786978527696,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.2110745485834156}",35,15,-11.998887992437645,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.208999819197366}",30,15,-0.6235280082406007,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.20692414865126682}",20,11,17.84798306170324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.20484754629219906}",20,11,-27.944488120636414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.2027700214714392}",20,9,21.494127303916535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.2006915835444183}",25,15,14.908039527163822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.19861224187067913}",20,5,10.68349680708978,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.1965320058138344}",30,4,-48.479434495849375,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.19445088474152367}",25,0,12.880244156797245,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.19236888802537253}",20,8,15.28309785103336,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.19028602504094955}",20,12,14.33019500826183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.18820230516772446}",35,13,38.51125475195375,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.186117737789025}",20,3,-14.543441289447099,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.5, 'e': 0.1840323322919961}",20,10,16.231405277342475,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.18194609806755654}",30,12,-13.05674493981664,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.17985904451035734}",20,1,3.577784386740765,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.17777118101873837}",25,13,-29.57937371025806,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.17568251699468745}",20,16,7.072095534932098,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.17359306184379708}",20,8,10.297932050843494,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.17150282497522237}",20,14,11.299662112338254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.16941181580163883}",30,0,21.230940881926088,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.16732004373919912}",20,0,-51.82944513601409,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
662,False,"{'a': 0.5, 'e': 0.165227518207492}",25,0,27.705890309713293,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.163134248629499}",20,3,11.687357616437724,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.16104024443155238}",30,7,15.460781343569455,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.1589455150432919}",20,9,-39.6668118099478,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.15685006989762365}",25,9,0.616921124489304,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.1547539184306766}",20,3,27.19368674430715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.15265707008176066}",20,10,3.050417096446748,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.15055953429332328}",25,8,21.744416906340657,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.14846132051090818}",35,9,-11.723883261559106,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
671,False,"{'a': 0.5, 'e': 0.146362438183112}",30,13,10.856855865602927,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.14426289676154216}",25,16,11.699203148521766,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.1421627057007734}",20,9,22.22580731452044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.14006187445830662}",20,12,16.848832916853247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.13796041249452526}",25,16,19.61314838419814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.135858329272653}",30,18,24.084084759050924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.1337556342587115}",35,26,-26.330626878754664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.5, 'e': 0.13165233692147663}",25,9,26.196314631043645,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.12954844673243726}",25,7,35.56226218382995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.12744397316575184}",20,7,22.95568019933369,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.12533892569820604}",25,16,16.880090864629757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.12323331380916924}",20,11,-5.045202097207339,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.12112714698055317}",25,8,32.94588973429347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.1190204346967683}",25,20,8.941963010572406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.11691318644468163}",25,10,21.673247390673538,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.11480541171357302}",20,0,35.48221829263689,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.11269711999509381}",25,13,21.716948609875843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.11058832078322323}",25,16,16.19262756991549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.10847902357422581}",20,13,1.1715595471396267,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.10636923786660886}",20,0,32.699369887345554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.5, 'e': 0.10425897316107882}",20,0,5.282293866120495,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
692,False,"{'a': 0.5, 'e': 0.10214823896049982}",20,14,9.784477869303018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.10003704476984995}",20,3,17.758513024964884,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.09792540009617894}",35,15,35.49693319794617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.09581331444856446}",25,9,25.133276303130227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.09370079733807063}",25,18,-5.1746857272777715,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.09158785827770427}",20,11,21.35369642757012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.08947450678237254}",20,11,9.00139401012638,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.08736075236883922}",35,17,30.268236006905774,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.08524660455568313}",20,7,25.006663215523186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.08313207286325443}",25,14,6.9270780452538325,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.08101716681363216}",25,15,17.29320654182494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.07890189593058049}",30,15,25.921171445318265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.07678626973950717}",30,12,10.148287309795549,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.07467029776741971}",25,14,19.1488173906423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.07255398954288277}",25,10,33.24530804523551,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.07043735459597537}",25,13,21.98244942686326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.06832040245824723}",30,19,21.32927226284016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.06620314266267703}",20,12,16.609042590772713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.06408558474362867}",20,6,19.236271167157593,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.061967738236808824}",25,13,24.03848782670909,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.05984961267922298}",25,15,22.216214737549045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.05773121760913396}",20,12,2.6669096324601638,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.055612562566017994}",20,10,-73.1241982315833,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
715,False,"{'a': 0.5, 'e': 0.05349365709052225}",25,15,17.823331514919563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.05137451072442096}",25,11,24.571225112787943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.049255133010573784}",20,0,28.147266850702874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
718,False,"{'a': 0.5, 'e': 0.04713553349288198}",20,13,13.139775073054757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.045015721716245814}",25,13,24.430064089352054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.04289570722652076}",20,12,13.552333007222872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.04077549957047577}",20,8,-20.168495391737398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
722,False,"{'a': 0.5, 'e': 0.03865510829574947}",20,15,9.800714521092887,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.03653454295080731}",30,8,35.683334415403685,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.03441381308489887}",20,8,15.806278457270977,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.03229292824801389}",25,13,21.298183285288015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.030171897990840676}",25,16,3.1652619226124235,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.028050731864722126}",20,7,-19.95360095469838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
728,False,"{'a': 0.5, 'e': 0.02592943942161322}",25,8,27.67830480533906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.02380803021403709}",20,12,13.39023174987124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.02168651379504335}",25,2,35.97837076200476,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.019564899718164178}",20,1,29.951156192281132,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.017443197537371745}",30,8,22.448414030281278,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
